LINE,EAST,NRTH,Bx,By,Bz,Bm
         09,-600.000000,150.000000,-3.364922,-1.682962,-2.041629,-0.069163
         09,-600.000000,100.000000,-3.075178,-2.197363,-1.877094,-0.671380
         09,-600.000000,50.000000,-2.656711,-2.642094,-1.631861,-1.266522
         09,-600.000000,-0.000000,-2.134048,-2.976362,-1.320647,-1.806010
         09,-600.000000,-50.000000,-1.545146,-3.171386,-0.967221,-2.246288
         09,-600.000000,-100.000000,-0.935316,-3.215784,-0.600336,-2.556554
         09,-600.000000,-150.000000,-0.349563,-3.116932,-0.248498,-2.723519
         09,-600.000000,-200.000000,0.174512,-2.898072,0.064827,-2.751943
         09,-600.000000,-250.000000,0.611407,-2.592374,0.324225,-2.661261
         09,-600.000000,-300.000000,0.949204,-2.236036,0.523064,-2.479808
         09,-600.000000,-350.000000,1.188144,-1.862362,0.662308,-2.238658
         09,-600.000000,-400.000000,1.337396,-1.497981,0.748242,-1.966640
         09,-600.000000,-450.000000,1.411291,-1.161408,0.790016,-1.687305
         09,-600.000000,-500.000000,1.426001,-0.863411,0.797589,-1.417798
         09,-600.000000,-550.000000,1.397142,-0.608442,0.780338,-1.169127
         09,-600.000000,-600.000000,1.338380,-0.396416,0.746301,-0.947211
         09,-600.000000,-650.000000,1.260846,-0.224376,0.701913,-0.754179
         09,-600.000000,-700.000000,1.173093,-0.087837,0.652043,-0.589608
         09,-600.000000,-750.000000,1.081372,0.018260,0.600199,-0.451531
         09,-600.000000,-800.000000,0.990028,0.098931,0.548787,-0.337185
         09,-600.000000,-850.000000,0.901917,0.158804,0.499365,-0.243521
         09,-600.000000,-900.000000,0.818784,0.201947,0.452866,-0.167523
         09,-600.000000,-950.000000,0.741571,0.231825,0.409780,-0.106387
         09,-600.000000,-1000.000000,0.670670,0.251319,0.370294,-0.057611
         10,-550.000000,1000.000000,-0.637327,0.965105,-0.412628,1.179446
